palabra,sentimiento,word
secuestrar,negativo,kidnap
secuestrar,tristeza,kidnap
secuestrar,sorpresa,kidnap
matar,miedo,kill
matar,negativo,kill
matar,tristeza,kill
asesinato,enfado,killing
asesinato,miedo,killing
asesinato,negativo,killing
asesinato,tristeza,killing
tipo,alegría,kind
tipo,positivo,kind
tipo,confianza,kind
amabilidad,positivo,kindness
parientes,anticipación,kindred
parientes,alegría,kindred
parientes,positivo,kindred
parientes,confianza,kindred
Rey,positivo,king
Beso,anticipación,kiss
Beso,alegría,kiss
Beso,positivo,kiss
Beso,sorpresa,kiss
cometa,asco,kite
cometa,negativo,kite
gatito,alegría,kitten
gatito,positivo,kitten
gatito,confianza,kitten
maña,positivo,knack
toque de difuntos,miedo,knell
toque de difuntos,negativo,knell
toque de difuntos,tristeza,knell
bragas,confianza,knickers
Caballero,positivo,knight
anudado,negativo,knotted
conocimiento,positivo,knowing
conocimiento,positivo,knowledge
prestigio,alegría,kudos
prestigio,positivo,kudos
etiqueta,confianza,label
labor,anticipación,labor
labor,alegría,labor
labor,positivo,labor
labor,sorpresa,labor
labor,confianza,labor
trabajado,negativo,labored
trabajado,tristeza,labored
laborioso,negativo,laborious
laberinto,anticipación,labyrinth
laberinto,negativo,labyrinth
cordón,enfado,lace
cordón,miedo,lace
cordón,negativo,lace
cordón,positivo,lace
cordón,tristeza,lace
cordón,confianza,lace
ausencia,negativo,lack
carente,negativo,lacking
deslucido,negativo,lackluster
cargado,negativo,laden
retraso,negativo,lag
rezagado,enfado,lagging
rezagado,anticipación,lagging
rezagado,asco,lagging
rezagado,negativo,lagging
rezagado,tristeza,lagging
guarida,negativo,lair
Cordero,alegría,lamb
Cordero,positivo,lamb
Cordero,confianza,lamb
lamento,asco,lament
lamento,miedo,lament
lamento,negativo,lament
lamento,tristeza,lament
lamentarse,tristeza,lamenting
tierra,positivo,land
aterrizado,positivo,landed
punto de referencia,confianza,landmark
deslizamiento de tierra,miedo,landslide
deslizamiento de tierra,negativo,landslide
deslizamiento de tierra,tristeza,landslide
lánguido,negativo,languid
languidecer,negativo,languish
languideciendo,miedo,languishing
languideciendo,negativo,languishing
languideciendo,tristeza,languishing
lapso,negativo,lapse
hurto,asco,larceny
hurto,negativo,larceny
mas grande,asco,larger
mas grande,sorpresa,larger
mas grande,confianza,larger
láser,positivo,laser
láser,confianza,laser
latigazo,enfado,lash
latigazo,miedo,lash
latigazo,negativo,lash
retraso,negativo,late
retraso,tristeza,late
retraso,negativo,lateness
latente,enfado,latent
latente,anticipación,latent
latente,asco,latent
latente,negativo,latent
latente,sorpresa,latent
letrinas,asco,latrines
letrinas,negativo,latrines
loable,positivo,laudable
risa,alegría,laugh
risa,positivo,laugh
risa,sorpresa,laugh
cómico,asco,laughable
cómico,negativo,laughable
riendo,alegría,laughing
riendo,positivo,laughing
risa,anticipación,laughter
risa,alegría,laughter
risa,positivo,laughter
risa,sorpresa,laughter
lanzamiento,anticipación,launch
lanzamiento,positivo,launch
laureado,positivo,laureate
laureado,confianza,laureate
laurel,positivo,laurel
laureles,alegría,laurels
laureles,positivo,laurels
lava,enfado,lava
lava,miedo,lava
lava,negativo,lava
lavabo,asco,lavatory
prodigar,positivo,lavish
ley,confianza,law
legal,positivo,lawful
legal,confianza,lawful
desorden,enfado,lawlessness
desorden,miedo,lawlessness
desorden,negativo,lawlessness
demanda judicial,enfado,lawsuit
demanda judicial,asco,lawsuit
demanda judicial,miedo,lawsuit
demanda judicial,negativo,lawsuit
demanda judicial,tristeza,lawsuit
demanda judicial,sorpresa,lawsuit
abogado,enfado,lawyer
abogado,asco,lawyer
abogado,miedo,lawyer
abogado,negativo,lawyer
flojo,negativo,lax
flojo,tristeza,lax
laxante,asco,laxative
laxante,miedo,laxative
laxante,negativo,laxative
perezoso,negativo,lazy
dirigir,positivo,lead
líder,positivo,leader
líder,confianza,leader
líder,confianza,leading
liga,positivo,league
fuga,negativo,leak
fuga,negativo,leakage
agujereado,negativo,leaky
propensión,confianza,leaning
aprender,positivo,learn
aprendizaje,positivo,learning
dejar,negativo,leave
dejar,tristeza,leave
dejar,sorpresa,leave
conferencista,positivo,lecturer
sanguijuela,negativo,leech
sanguijuelas,asco,leeches
sanguijuelas,miedo,leeches
sanguijuelas,negativo,leeches
mirada lasciva,asco,leer
mirada lasciva,negativo,leer
sospechoso,sorpresa,leery
libertad de acción,positivo,leeway
legal,positivo,legal
legal,confianza,legal
legalizado,enfado,legalized
legalizado,miedo,legalized
legalizado,alegría,legalized
legalizado,positivo,legalized
legalizado,confianza,legalized
legendario,positivo,legendary
legibilidad,positivo,legibility
legible,positivo,legible
legislador,confianza,legislator
legislatura,confianza,legislature
legitimidad,confianza,legitimacy
ocio,anticipación,leisure
ocio,alegría,leisure
ocio,positivo,leisure
ocio,sorpresa,leisure
ocio,confianza,leisure
sin prisa,positivo,leisurely
lema,positivo,lemma
limón,asco,lemon
limón,negativo,lemon
prestador,confianza,lender
indulgente,positivo,lenient
lepra,asco,leprosy
lepra,miedo,leprosy
lepra,negativo,leprosy
lepra,tristeza,leprosy
lesbiana,asco,lesbian
lesbiana,negativo,lesbian
lesbiana,tristeza,lesbian
reducir,anticipación,lessen
reducir,negativo,lessen
menor,asco,lesser
menor,negativo,lesser
lección,anticipación,lesson
lección,positivo,lesson
lección,confianza,lesson
letal,asco,lethal
letal,miedo,lethal
letal,negativo,lethal
letal,tristeza,lethal
letargo,negativo,lethargy
letargo,tristeza,lethargy
carta,anticipación,letter
letrado,anticipación,lettered
letrado,positivo,lettered
letrado,confianza,lettered
leucemia,enfado,leukemia
leucemia,miedo,leukemia
leucemia,negativo,leukemia
leucemia,tristeza,leukemia
dique,confianza,levee
nivel,positivo,level
nivel,confianza,level
influencia,positivo,leverage
exacción,negativo,levy
lascivo,asco,lewd
lascivo,negativo,lewd
enlace,negativo,liaison
mentiroso,asco,liar
mentiroso,negativo,liar
difamación,enfado,libel
difamación,miedo,libel
difamación,negativo,libel
difamación,confianza,libel
liberal,negativo,liberal
liberal,positivo,liberal
liberar,enfado,liberate
liberar,anticipación,liberate
liberar,alegría,liberate
liberar,positivo,liberate
liberar,sorpresa,liberate
liberar,confianza,liberate
liberación,anticipación,liberation
liberación,alegría,liberation
liberación,positivo,liberation
liberación,sorpresa,liberation
libertad,anticipación,liberty
libertad,alegría,liberty
libertad,positivo,liberty
libertad,sorpresa,liberty
libertad,confianza,liberty
biblioteca,positivo,library
lamer,asco,lick
lamer,negativo,lick
mentira,enfado,lie
mentira,asco,lie
mentira,negativo,lie
mentira,tristeza,lie
teniente,confianza,lieutenant
alma,positivo,lifeblood
sin vida,miedo,lifeless
sin vida,negativo,lifeless
sin vida,tristeza,lifeless
faro,positivo,lighthouse
relámpago,enfado,lightning
relámpago,miedo,lightning
relámpago,sorpresa,lightning
gusto,alegría,liking
gusto,positivo,liking
gusto,confianza,liking
limitado,enfado,limited
limitado,negativo,limited
limitado,tristeza,limited
cojear,negativo,limp
líneas,miedo,lines
persistir,anticipación,linger
lingüista,positivo,linguist
lingüista,confianza,linguist
hilas,negativo,lint
león,miedo,lion
león,positivo,lion
espíritu,enfado,liquor
espíritu,alegría,liquor
espíritu,negativo,liquor
espíritu,tristeza,liquor
apático,negativo,listless
apático,tristeza,listless
ágil,positivo,lithe
litigante,negativo,litigant
litigar,enfado,litigate
litigar,anticipación,litigate
litigar,asco,litigate
litigar,miedo,litigate
litigar,negativo,litigate
litigar,tristeza,litigate
litigio,negativo,litigation
litigioso,enfado,litigious
litigioso,asco,litigious
litigioso,negativo,litigious
camada,negativo,litter
lívido,enfado,livid
lívido,asco,livid
lívido,negativo,livid
pan,negativo,loaf
mocasín,negativo,loafer
poco dispuesto,enfado,loath
poco dispuesto,negativo,loath
detestar,enfado,loathe
detestar,asco,loathe
detestar,negativo,loathe
aversión,asco,loathing
aversión,negativo,loathing
repugnante,enfado,loathsome
repugnante,asco,loathsome
repugnante,negativo,loathsome
cabildero,negativo,lobbyist
localizar,anticipación,localize
cárcel,miedo,lockup
cárcel,negativo,lockup
cárcel,tristeza,lockup
langosta,miedo,locust
langosta,negativo,locust
alojamiento,confianza,lodging
elevado,negativo,lofty
lógico,positivo,logical
solitario,tristeza,lone
soledad,miedo,loneliness
soledad,negativo,loneliness
soledad,tristeza,loneliness
solitario,enfado,lonely
solitario,asco,lonely
solitario,miedo,lonely
solitario,negativo,lonely
solitario,tristeza,lonely
solitario,negativo,lonesome
solitario,tristeza,lonesome
largo,anticipación,long
longevidad,positivo,longevity
nostalgia,anticipación,longing
nostalgia,tristeza,longing
lavabo,asco,loo
lavabo,negativo,loo
telar,anticipación,loom
telar,miedo,loom
telar,negativo,loom
somorgujo,asco,loon
somorgujo,negativo,loon
loco,negativo,loony
botín,negativo,loot
señor,asco,lord
señor,negativo,lord
señor,positivo,lord
señor,confianza,lord
señorío,positivo,lordship
perder,enfado,lose
perder,asco,lose
perder,miedo,lose
perder,negativo,lose
perder,tristeza,lose
perder,sorpresa,lose
perdiendo,enfado,losing
perdiendo,negativo,losing
perdiendo,tristeza,losing
pérdida,enfado,loss
pérdida,miedo,loss
pérdida,negativo,loss
pérdida,tristeza,loss
perdió,negativo,lost
perdió,tristeza,lost
lotería,anticipación,lottery
volumen,enfado,loudness
volumen,negativo,loudness
salón,negativo,lounge
piojo,asco,louse
piojo,negativo,louse
amable,alegría,lovable
amable,positivo,lovable
amable,confianza,lovable
amor,alegría,love
amor,positivo,love
encantador,anticipación,lovely
encantador,alegría,lovely
encantador,positivo,lovely
encantador,tristeza,lovely
encantador,sorpresa,lovely
encantador,confianza,lovely
haciendo el amor,alegría,lovemaking
haciendo el amor,positivo,lovemaking
haciendo el amor,confianza,lovemaking
amante,anticipación,lover
amante,alegría,lover
amante,positivo,lover
amante,confianza,lover
amoroso,alegría,loving
amoroso,positivo,loving
amoroso,confianza,loving
inferior,negativo,lower
inferior,tristeza,lower
encapotado,negativo,lowering
más bajo,negativo,lowest
más bajo,tristeza,lowest
Tierras Bajas,negativo,lowlands
humilde,negativo,lowly
humilde,tristeza,lowly
leal,miedo,loyal
leal,alegría,loyal
leal,positivo,loyal
leal,sorpresa,loyal
leal,confianza,loyal
lealtad,positivo,loyalty
lealtad,confianza,loyalty
suerte,anticipación,luck
suerte,alegría,luck
suerte,positivo,luck
suerte,sorpresa,luck
suerte,alegría,lucky
suerte,positivo,lucky
suerte,sorpresa,lucky
ridículo,negativo,ludicrous
calma,anticipación,lull
pesados,negativo,lumbering
terrón,negativo,lump
aterronado,asco,lumpy
aterronado,negativo,lumpy
locura,enfado,lunacy
locura,asco,lunacy
locura,miedo,lunacy
locura,negativo,lunacy
locura,tristeza,lunacy
lunático,enfado,lunatic
lunático,asco,lunatic
lunático,miedo,lunatic
lunático,negativo,lunatic
estocada,sorpresa,lunge
estacada,negativo,lurch
señuelo,negativo,lure
espeluznante,asco,lurid
espeluznante,negativo,lurid
acecho,negativo,lurk
acechar,negativo,lurking
delicioso,anticipación,luscious
delicioso,alegría,luscious
delicioso,positivo,luscious
lozano,asco,lush
lozano,negativo,lush
lozano,tristeza,lush
lujuria,anticipación,lust
lujuria,negativo,lust
lustre,alegría,luster
lustre,positivo,luster
libidinoso,negativo,lustful
lustroso,positivo,lustrous
fuerte,asco,lusty
exuberante,positivo,luxuriant
lujoso,alegría,luxurious
lujoso,positivo,luxurious
lujo,alegría,luxury
lujo,positivo,luxury
acostado,enfado,lying
acostado,asco,lying
acostado,negativo,lying
linchar,enfado,lynch
linchar,asco,lynch
linchar,miedo,lynch
linchar,negativo,lynch
linchar,tristeza,lynch
lira,alegría,lyre
lira,positivo,lyre
lírico,alegría,lyrical
lírico,positivo,lyrical
Mazo,miedo,mace
Mazo,negativo,mace
máquina,confianza,machine
enojado,enfado,mad
enojado,asco,mad
enojado,miedo,mad
enojado,negativo,mad
enojado,tristeza,mad
enloquecer,enfado,madden
enloquecer,miedo,madden
enloquecer,negativo,madden
loco,enfado,madman
loco,miedo,madman
loco,negativo,madman
Locura,enfado,madness
Locura,miedo,madness
Locura,negativo,madness
mafia,miedo,mafia
mafia,negativo,mafia
mago,miedo,mage
gusano,asco,maggot
gusano,negativo,maggot
mágico,anticipación,magical
mágico,alegría,magical
mágico,positivo,magical
mágico,sorpresa,magical
mago,sorpresa,magician
imán,positivo,magnet
imán,confianza,magnet
magnetismo,positivo,magnetism
magnetita,positivo,magnetite
magnificencia,anticipación,magnificence
magnificencia,alegría,magnificence
magnificencia,positivo,magnificence
magnificencia,confianza,magnificence
magnífico,anticipación,magnificent
magnífico,alegría,magnificent
magnífico,positivo,magnificent
magnífico,sorpresa,magnificent
magnífico,confianza,magnificent
doncella,positivo,maiden
correo,anticipación,mail
principal,positivo,main
pilar,positivo,mainstay
pilar,confianza,mainstay
mantenimiento,confianza,maintenance
majestuoso,anticipación,majestic
majestuoso,alegría,majestic
majestuoso,positivo,majestic
majestuoso,sorpresa,majestic
majestuoso,confianza,majestic
majestad,positivo,majesty
majestad,confianza,majesty
mayor,positivo,major
mayoria,alegría,majority
mayoria,positivo,majority
mayoria,confianza,majority
improvisado,negativo,makeshift
enfermedad,negativo,malady
malestar,negativo,malaise
malestar,tristeza,malaise
malaria,asco,malaria
malaria,miedo,malaria
malaria,negativo,malaria
malaria,tristeza,malaria
malévolo,enfado,malevolent
malévolo,asco,malevolent
malévolo,miedo,malevolent
malévolo,negativo,malevolent
malévolo,tristeza,malevolent
crimen,asco,malfeasance
crimen,negativo,malfeasance
malformación,negativo,malformation
malicia,enfado,malice
malicia,miedo,malice
malicia,negativo,malice
malicioso,enfado,malicious
malicioso,asco,malicious
malicioso,miedo,malicious
malicioso,negativo,malicious
malicioso,tristeza,malicious
maligno,enfado,malign
maligno,asco,malign
maligno,negativo,malign
malignidad,miedo,malignancy
malignidad,negativo,malignancy
malignidad,tristeza,malignancy
maligno,enfado,malignant
maligno,miedo,malignant
maligno,negativo,malignant
negligencia profesional,enfado,malpractice
negligencia profesional,negativo,malpractice
mamá,confianza,mamma
gestionar,positivo,manage
gestionar,confianza,manage
administración,positivo,management
administración,confianza,management
mandamus,miedo,mandamus
mandamus,negativo,mandamus
mandarín,positivo,mandarin
mandarín,confianza,mandarin
sarna,asco,mange
sarna,miedo,mange
sarna,negativo,mange
mutilar,enfado,mangle
mutilar,asco,mangle
mutilar,miedo,mangle
mutilar,negativo,mangle
mutilar,tristeza,mangle
edad viril,positivo,manhood
manía,negativo,mania
maníaco,enfado,maniac
maníaco,miedo,maniac
maníaco,negativo,maniac
maníaco,negativo,maniacal
manifestación,miedo,manifestation
manifestado,positivo,manifested
manipular,negativo,manipulate
manipulación,enfado,manipulation
manipulación,miedo,manipulation
manipulación,negativo,manipulation
varonil,positivo,manly
maná,positivo,manna
amanerado,positivo,mannered
modales,positivo,manners
homicidio involuntario,enfado,manslaughter
homicidio involuntario,asco,manslaughter
homicidio involuntario,miedo,manslaughter
homicidio involuntario,negativo,manslaughter
homicidio involuntario,tristeza,manslaughter
homicidio involuntario,sorpresa,manslaughter
manual,confianza,manual
fabricante,positivo,manufacturer
estiércol,asco,manure
estiércol,negativo,manure
mar,negativo,mar
marzo,positivo,march
margen,negativo,margin
margen,tristeza,margin
marina,confianza,marine
marcado,positivo,marked
vendible,positivo,marketable
granate,negativo,maroon
marqués,positivo,marquis
matrimonio,anticipación,marriage
matrimonio,alegría,marriage
matrimonio,positivo,marriage
matrimonio,confianza,marriage
médula,alegría,marrow
médula,positivo,marrow
médula,confianza,marrow
casar,anticipación,marry
casar,miedo,marry
casar,alegría,marry
casar,positivo,marry
casar,sorpresa,marry
casar,confianza,marry
mariscal,positivo,marshal
mariscal,confianza,marshal
marcial,enfado,martial
martingala,negativo,martingale
mártir,miedo,martyr
mártir,negativo,martyr
mártir,tristeza,martyr
martirio,miedo,martyrdom
martirio,negativo,martyrdom
martirio,tristeza,martyrdom
maravilla,positivo,marvel
maravilla,sorpresa,marvel
maravilloso,alegría,marvelous
maravilloso,positivo,marvelous
maravillosamente,alegría,marvelously
maravillosamente,positivo,marvelously
masculino,positivo,masculine
masoquismo,enfado,masochism
masoquismo,asco,masochism
masoquismo,miedo,masochism
masoquismo,negativo,masochism
masacre,enfado,massacre
masacre,asco,massacre
masacre,miedo,massacre
masacre,negativo,massacre
masacre,tristeza,massacre
masaje,alegría,massage
masaje,positivo,massage
dominar,positivo,master
obra maestra,alegría,masterpiece
obra maestra,positivo,masterpiece
maestría,enfado,mastery
maestría,alegría,mastery
maestría,positivo,mastery
maestría,confianza,mastery
casamentero,anticipación,matchmaker
compañero,positivo,mate
compañero,confianza,mate
materialismo,negativo,materialism
materialista,asco,materialist
materialista,negativo,materialist
materno,anticipación,maternal
materno,negativo,maternal
materno,positivo,maternal
matemático,confianza,mathematical
matrimonio,anticipación,matrimony
matrimonio,alegría,matrimony
matrimonio,positivo,matrimony
matrimonio,confianza,matrimony
matrona,positivo,matron
matrona,confianza,matron
mausoleo,tristeza,mausoleum
máxima,confianza,maxim
máximo,positivo,maximum
alcalde,positivo,mayor
prado,positivo,meadow
serpenteante,negativo,meandering
sin sentido,negativo,meaningless
sin sentido,tristeza,meaningless
sarampión,asco,measles
sarampión,miedo,measles
sarampión,negativo,measles
sarampión,tristeza,measles
medida,confianza,measure
mesurado,positivo,measured
mesurado,confianza,measured
medalla,anticipación,medal
medalla,alegría,medal
medalla,positivo,medal
medalla,sorpresa,medal
medalla,confianza,medal
entrometerse,enfado,meddle
entrometerse,negativo,meddle
mediar,anticipación,mediate
mediar,positivo,mediate
mediar,confianza,mediate
mediación,positivo,mediation
mediador,anticipación,mediator
mediador,positivo,mediator
mediador,confianza,mediator
médico,anticipación,medical
médico,miedo,medical
médico,positivo,medical
médico,confianza,medical
mediocre,negativo,mediocre
mediocridad,negativo,mediocrity
meditar,anticipación,meditate
meditar,alegría,meditate
meditar,positivo,meditate
meditar,confianza,meditate
Mediterráneo,positivo,mediterranean
popurrí,positivo,medley
manso,tristeza,meek
melancólico,negativo,melancholic
melancólico,tristeza,melancholic
melancolía,negativo,melancholy
melancolía,tristeza,melancholy
pelea confusa,miedo,melee
pelea confusa,negativo,melee
melodrama,enfado,melodrama
melodrama,negativo,melodrama
melodrama,tristeza,melodrama
fusión de un reactor,negativo,meltdown
fusión de un reactor,tristeza,meltdown
recuerdo,positivo,memento
memorable,alegría,memorable
memorable,positivo,memorable
memorable,sorpresa,memorable
memorable,confianza,memorable
memoriales,tristeza,memorials
amenaza,enfado,menace
amenaza,miedo,menace
amenaza,negativo,menace
amenazador,enfado,menacing
amenazador,miedo,menacing
amenazador,negativo,menacing
zurcidura,positivo,mending
servil,negativo,menial
menstruo,positivo,menses
mentor,positivo,mentor
mentor,confianza,mentor
mercenario,miedo,mercenary
mercenario,negativo,mercenary
comerciante,confianza,merchant
misericordioso,positivo,merciful
despiadado,miedo,merciless
despiadado,negativo,merciless
misericordia,positivo,mercy
unir,anticipación,merge
unir,positivo,merge
mérito,positivo,merit
mérito,confianza,merit
meritorio,alegría,meritorious
meritorio,positivo,meritorious
meritorio,confianza,meritorious
alegría,alegría,merriment
alegría,positivo,merriment
alegría,sorpresa,merriment
alegre,alegría,merry
alegre,positivo,merry
lío,asco,mess
lío,negativo,mess
Mensajero,confianza,messenger
sucio,asco,messy
sucio,negativo,messy
metástasis,negativo,metastasis
metanol,negativo,methanol
metropolitano,positivo,metropolitan
brío,positivo,mettle
microscopio,confianza,microscope
microscopía,positivo,microscopy
Partera,anticipación,midwife
Partera,alegría,midwife
Partera,negativo,midwife
Partera,positivo,midwife
Partera,confianza,midwife
partería,positivo,midwifery
poderoso,enfado,mighty
poderoso,miedo,mighty
poderoso,alegría,mighty
poderoso,positivo,mighty
poderoso,confianza,mighty
moho,asco,mildew
moho,negativo,mildew
militar,miedo,military
milicia,enfado,militia
milicia,miedo,militia
milicia,negativo,militia
milicia,tristeza,militia
molino,anticipación,mill
mímica,positivo,mime
mimetismo,negativo,mimicry
mimetismo,sorpresa,mimicry
consciente de,positivo,mindful
atención plena,positivo,mindfulness
minimizar,negativo,minimize
mínimo,negativo,minimum
ministerio,alegría,ministry
ministerio,positivo,ministry
ministerio,confianza,ministry
minoría,negativo,minority
milagro,anticipación,miracle
milagro,alegría,miracle
milagro,positivo,miracle
milagro,sorpresa,miracle
milagro,confianza,miracle
milagroso,alegría,miraculous
milagroso,positivo,miraculous
milagroso,sorpresa,miraculous
fango,asco,mire
fango,negativo,mire
alegría,alegría,mirth
alegría,positivo,mirth
mala conducta,enfado,misbehavior
mala conducta,asco,misbehavior
mala conducta,negativo,misbehavior
mala conducta,sorpresa,misbehavior
aborto espontáneo,miedo,miscarriage
aborto espontáneo,negativo,miscarriage
aborto espontáneo,tristeza,miscarriage
travesura,negativo,mischief
dañoso,negativo,mischievous
Idea equivocada,enfado,misconception
Idea equivocada,asco,misconception
Idea equivocada,miedo,misconception
Idea equivocada,negativo,misconception
mala conducta,asco,misconduct
mala conducta,negativo,misconduct
miserable,enfado,miserable
miserable,asco,miserable
miserable,negativo,miserable
miserable,tristeza,miserable
tristemente,negativo,miserably
tristemente,tristeza,miserably
miseria,enfado,misery
miseria,asco,misery
miseria,miedo,misery
miseria,negativo,misery
miseria,tristeza,misery
desgracia,miedo,misfortune
desgracia,negativo,misfortune
desgracia,tristeza,misfortune
equivocado,asco,misguided
equivocado,negativo,misguided
percance,asco,mishap
percance,miedo,mishap
percance,negativo,mishap
percance,tristeza,mishap
percance,sorpresa,mishap
mala interpretación,negativo,misinterpretation
engañar,enfado,mislead
engañar,miedo,mislead
engañar,negativo,mislead
engañar,confianza,mislead
engañoso,enfado,misleading
engañoso,asco,misleading
engañoso,negativo,misleading
mala administración,negativo,mismanagement
desajuste,negativo,mismatch
nombre equivocado,negativo,misnomer
perder,enfado,misplace
perder,asco,misplace
perder,negativo,misplace
fuera de lugar,negativo,misplaced
falsificar,negativo,misrepresent
tergiversación,negativo,misrepresentation
tergiversación,tristeza,misrepresentation
tergiversado,enfado,misrepresented
tergiversado,negativo,misrepresented
misil,miedo,missile
desaparecido,miedo,missing
desaparecido,negativo,missing
desaparecido,tristeza,missing
misionero,positivo,missionary
declaración errónea,enfado,misstatement
declaración errónea,asco,misstatement
declaración errónea,negativo,misstatement
Error,negativo,mistake
Error,tristeza,mistake
equivocado,miedo,mistaken
equivocado,negativo,mistaken
amante,enfado,mistress
amante,asco,mistress
amante,negativo,mistress
desconfianza,asco,mistrust
desconfianza,miedo,mistrust
desconfianza,negativo,mistrust
entender mal,negativo,misunderstand
malentendido,enfado,misunderstanding
malentendido,negativo,misunderstanding
malentendido,tristeza,misunderstanding
mal uso,negativo,misuse
ácaro,asco,mite
ácaro,negativo,mite
gemido,miedo,moan
gemido,tristeza,moan
foso,confianza,moat
multitud,enfado,mob
multitud,miedo,mob
multitud,negativo,mob
móvil,anticipación,mobile
burlas,asco,mockery
burlas,negativo,mockery
burlón,enfado,mocking
burlón,asco,mocking
burlón,negativo,mocking
burlón,tristeza,mocking
modelo,positivo,model
moderar,positivo,moderate
moderador,positivo,moderator
moderador,confianza,moderator
modesto,positivo,modest
modesto,confianza,modest
modestia,positivo,modesty
modificar,sorpresa,modify
acoso,enfado,molestation
acoso,asco,molestation
acoso,miedo,molestation
acoso,negativo,molestation
acoso,tristeza,molestation
impulso,anticipación,momentum
impulso,positivo,momentum
monetario,anticipación,monetary
monetario,positivo,monetary
dinero,enfado,money
dinero,anticipación,money
dinero,alegría,money
dinero,positivo,money
dinero,sorpresa,money
dinero,confianza,money
monje,positivo,monk
monje,confianza,monk
monocromo,asco,monochrome
monocromo,negativo,monochrome
monogamia,confianza,monogamy
monopolista,negativo,monopolist
monzón,negativo,monsoon
monzón,tristeza,monsoon
monstruo,miedo,monster
monstruo,negativo,monster
monstruosidad,enfado,monstrosity
monstruosidad,asco,monstrosity
monstruosidad,miedo,monstrosity
monstruosidad,negativo,monstrosity
monstruosidad,sorpresa,monstrosity
Monumento,positivo,monument
temperamental,enfado,moody
temperamental,negativo,moody
temperamental,tristeza,moody
amarras,confianza,moorings
discutible,negativo,moot
moral,enfado,moral
moral,positivo,moral
moral,confianza,moral
moralidad,positivo,morality
moralidad,confianza,morality
moralidad,enfado,morals
moralidad,anticipación,morals
moralidad,asco,morals
moralidad,alegría,morals
moralidad,positivo,morals
moralidad,sorpresa,morals
moralidad,confianza,morals
mórbido,negativo,morbid
mórbido,tristeza,morbid
morbosidad,enfado,morbidity
morbosidad,asco,morbidity
morbosidad,miedo,morbidity
morbosidad,negativo,morbidity
morbosidad,tristeza,morbidity
morgue,asco,morgue
morgue,miedo,morgue
morgue,negativo,morgue
morgue,tristeza,morgue
moribundo,negativo,moribund
moribundo,tristeza,moribund
alborada,anticipación,morn
idiota,negativo,moron
imbécil,negativo,moronic
día siguiente,anticipación,morrow
bocado,negativo,morsel
mortal,negativo,mortal
mortalidad,enfado,mortality
mortalidad,miedo,mortality
mortalidad,negativo,mortality
mortalidad,tristeza,mortality
mortero,positivo,mortar
hipoteca,miedo,mortgage
acreedor hipotecario,confianza,mortgagee
deudor,miedo,mortgagor
mortificación,anticipación,mortification
mortificación,asco,mortification
mortificación,miedo,mortification
mortificación,negativo,mortification
mortificación,tristeza,mortification
mortuorio,miedo,mortuary
mortuorio,negativo,mortuary
mortuorio,tristeza,mortuary
mezquita,enfado,mosque
mosquito,enfado,mosquito
mosquito,asco,mosquito
mosquito,negativo,mosquito
madre,anticipación,mother
madre,alegría,mother
madre,negativo,mother
madre,positivo,mother
madre,tristeza,mother
madre,confianza,mother
maternidad,alegría,motherhood
maternidad,positivo,motherhood
maternidad,confianza,motherhood
movimiento,anticipación,motion
motivo,positivo,motive
montaña,anticipación,mountain
llorar,negativo,mourn
llorar,tristeza,mourn
triste,enfado,mournful
triste,miedo,mournful
triste,negativo,mournful
triste,tristeza,mournful
luto,negativo,mourning
luto,tristeza,mourning
boca,sorpresa,mouth
bocado,asco,mouthful
móvil,positivo,movable
agente de mudanzas,positivo,mover
estiércol,asco,muck
estiércol,negativo,muck
mucoso,asco,mucous
moco,asco,mucus
barro,negativo,mud
confusión,negativo,muddle
confuso,negativo,muddled
lodoso,asco,muddy
lodoso,negativo,muddy
manguito,enfado,muff
manguito,asco,muff
manguito,negativo,muff
jarra,enfado,mug
jarra,miedo,mug
jarra,negativo,mug
jarra,positivo,mug
jarra,tristeza,mug
mula,enfado,mule
mula,negativo,mule
mula,confianza,mule
mamá,miedo,mum
mamá,negativo,mum
mascullar,negativo,mumble
paperas,negativo,mumps
asesinato,enfado,murder
asesinato,asco,murder
asesinato,miedo,murder
asesinato,negativo,murder
asesinato,tristeza,murder
asesinato,sorpresa,murder
asesino,enfado,murderer
asesino,asco,murderer
asesino,miedo,murderer
asesino,negativo,murderer
asesino,tristeza,murderer
asesino,enfado,murderous
asesino,asco,murderous
asesino,miedo,murderous
asesino,negativo,murderous
asesino,tristeza,murderous
asesino,sorpresa,murderous
turbio,asco,murky
turbio,negativo,murky
turbio,tristeza,murky
muscular,positivo,muscular
música,alegría,music
música,positivo,music
música,tristeza,music
musical,enfado,musical
musical,anticipación,musical
musical,alegría,musical
musical,positivo,musical
musical,tristeza,musical
musical,sorpresa,musical
musical,confianza,musical
mosquete,miedo,musket
chafar,negativo,muss
rancio,asco,musty
rancio,negativo,musty
mudable,anticipación,mutable
mudable,positivo,mutable
mutante,negativo,mutant
mutilado,asco,mutilated
mutilado,negativo,mutilated
mutilación,enfado,mutilation
mutilación,asco,mutilation
mutilación,miedo,mutilation
mutilación,negativo,mutilation
mutilación,tristeza,mutilation
motín,enfado,mutiny
motín,asco,mutiny
motín,miedo,mutiny
motín,negativo,mutiny
motín,sorpresa,mutiny
murmurar,enfado,mutter
